id,city,country,fullStreetAddress,postalCode,stateOrProvince,unitNumber,bathrooms,bedrooms,listingDescription,listingTitle,latitude,longitude,listPrice,livingArea,livingAreaUnit,yearBuilt,lotSize,lotSizeUnit,propertySubType,listingCategory,numParkingSpaces,createdAt,geocodioAccuracyScore,photoscount,grade
735009,"Hoboken,",US,129 Willow Ave,7030,NJ,,1,1,,"Residential - Hoboken,, NJ",40.739168,-74.034025,485000,0,squareFoot,,,squareFoot,Single Family Detached,Purchase,,2018-09-05 22:41:26.995+00,,0,bad
734975,Marlboro,US,101 Ottawa Road S,7746,NJ,,4,4,"FEEL AT HOME FROM THE MOMENT YOU ENTER. The foyer is filled with sunshine. The kitchen is the heart of this home; Thomasville cabinetry, granite counters, young smudge-free stainless appliances and plenty of storage. Step outside and enjoy nature as you lounge on the beautiful low-maintenance two level deck. A private office (possible 5th bdr) and well-laid out laundry room on the first floor make for great work areas. Four spacious bedrooms on the 2nd floor allow for personal space at any age.","Colonial - Marlboro, NJ",40.32463,-74.28978,583250,3000,squareFoot,1979,,squareFoot,Single Family Detached,Purchase,,2018-09-05 22:41:26.711+00,,0,bad
734872,Millstone,US,44 Forman Road,8535,NJ,,5,5,"&nbsp;

Award winning horse farm in Northern Millstone Twp, or unfinished masterpiece, this is a great opportunity. Over 15 farm assessed acres(on the preservation list), plus unfinished 19 room estate home (thoughtfully designed, complete using the finest materials and workmanship). 5000 square foot barn, stables and track. Plus 5 BR, updated farmhouse (and huge pool).Direct bridle path to Assunpink Park and the Horse Park of New Jersey. Adjacent 16 acre properties also available to build a third home. View this beautiful property. Won&#39;t last long.","Colonial - Millstone, NJ",40.23345,-74.390444,1799000,0,squareFoot,1930,566280,squareFoot,Single Family Detached,Purchase,,2018-09-05 22:41:25.803+00,,0,bad
730776,Jim Thorpe,US,631-633  South St,18229,PA,,0,0,"Multi unit, income producing property in Jim Thorpe! Property features a newer roof and has 2 bedrooms and 1 bath each.  Corner lot provides plenty of on street parking.  Now is the time to invest!","Both Halves,Row/Townhouse - Jim Thorpe, PA",40.874388,-75.729163,79000,1575,squareFoot,1881,3484.8,squareFoot,Duplex,Purchase,,2018-09-05 22:40:23.88+00,,1,bad
716034,Peoria,US,1310 N BIGELOW Street,61604,IL,,1,2,"Two bedroom , one bathroom home with a partial basement that needs some TLC.  Convenient location.","Single Family - Peoria, IL",40.703688,-89.597051,5900,1241,squareFoot,1920,3920.4,squareFoot,Single Family Detached,Purchase,,2018-09-05 22:36:40.522+00,,1,bad
710538,Oneonta,US,29 Franklin,13820,NY,,2,3,"3 Bedroom, 2 Bath, within walking distance to everything downtown, Bus Stop, Restaurants, Library, Churches. Plus a Bonus Room on the second floor, could be a Nursery or Computer Room. There is a COC in place. Being sold as is,where is. Can be rented for $ 1,050 a month, with a year lease.","2 Story - Oneonta, NY",42.456305,-75.067586,97000,1301,squareFoot,1920,3484.8,squareFoot,Single Family Detached,Purchase,1,2018-09-05 22:35:11.083+00,,18,good
708314,Seminole,US,11733 Hwy 99 Highway,74868,OK,,2,3,"Looking for country living, on paved road, close to town? Look no further! 3BR/1.5BA/2LA home on 13.61 AC M/L/ with 2 shops. This home has lots of space, indoor and out! Inside features a 2 living areas, Fireplace and a 2 car attached garage.  Currently tenant occupied with the tenants moving, we will have more pictures at the beginning of September. This is a great home in a great location!","Traditional, Single Family - Seminole, OK",35.237482,-96.671085,259900,2576,squareFoot,1977,592851.6,squareFoot,Single Family Detached,Purchase,,2018-09-05 22:34:39.288+00,,1,bad
705627,Oklahoma City,US,12208 N Dewey,73114,OK,,1,2,This property is currently leased and is one of an investor portfolio. Seller would prefer to sell properties in a bundle. 24 hour notice required to show.  Please DO NOT disturb tenant.  This is on a month-to-month lease.,"Traditional, Half Duplex - Oklahoma City, OK",35.593385,-97.523062,75900,1037,squareFoot,1984,,squareFoot,Duplex,Purchase,,2018-09-05 22:34:03.008+00,,1,bad
705626,Crescent,US,424 N Oak Street,73028,OK,,1,2,This property is currently leased and is one of an investor portfolio. Seller would prefer to sell properties in a bundle. 24 hour notice required to show.  Please DO NOT disturb tenant.  This is on a month-to-month lease.,"Traditional, Single Family - Crescent, OK",35.955873,-97.591511,59900,800,squareFoot,1940,,squareFoot,Single Family Detached,Purchase,,2018-09-05 22:34:03.005+00,,1,bad
701572,Omaha,US,18765 Spaulding Street,68022,NE,,4,4,"Jim Morrison, M: 402-669-3021, jim.morrison@cbshome.com, www.cbshome.com - Vencil Homes most popular 4BR/4BA/3+car garage Ranch. This open concept, split bedroom ranch is under construction on a beautiful walkout lot. Custom touches throughout include granite, birch cabinets, hdwd & ceramic flooring, drop zone, w-in pantry & a floor to ceiling FP. LL offers a 4th BR & 4th BA plus Rec Room w/wet bar. Master Suite offers a walk-in shower & large walk-in closet connected to the laundry room. Buy this home or let us custom build for you. Still time to make selections.","Single Family Residence, Ranch/1.0 Story - Omaha, NE",41.294021,-96.208461,419000,3318,squareFoot,2018,,squareFoot,Single Family Detached,Purchase,3,2018-09-05 22:32:52.322+00,,0,bad
701275,Yutan,US,207 Otoe Drive,68073,NE,,2,3,"Rick Kanne, M: 402-670-6644, Rick.Kanne@bhhsamb.com, www.bhhsamb.com - This Melvin Sudbeck floor plan includes, open living areas w/ 10' ceilings, custom alder cabinetry throughout, stainless steel appliances, sizeable kitchen island w/seating, walk-in pantry, spacious drop zone w/hooks, bench & closet. Hardwood floors in front entry, kitchen, great room, drop zone, & sun room. Built-in desk by master foyer, HUGE walk-in closet, beautiful walk-in master shower. Rear deck with steps to concrete patio below. Lower property taxes than Douglas & Sarpy County!","Single Family Residence, Ranch/1.0 Story - Yutan, NE",41.23219,-96.370351,332000,1596,squareFoot,2018,,squareFoot,Single Family Detached,Purchase,3,2018-09-05 22:32:48.198+00,,1,bad
700870,Omaha,US,21371 Blaine Street,68022,NE,,3,5,"Anne Torczon, M: 402-983-7372, annetorczon@gmail.com, www.nebraskarealty.com - The Sapphire ranch plan by Richland homes located in the new Westbury Creek subdivision. Elkhorn school district. 5 beds/ 3 baths. Engineered wood floors in entry, kitchen and dinette. Quartz countertops in the kitchen and baths. 3 car garage.","Single Family Residence, Ranch/1.0 Story - Omaha, NE",41.218473,-96.250068,306345,2573,squareFoot,2019,,squareFoot,Single Family Detached,Purchase,3,2018-09-05 22:32:42.751+00,,0,bad
694530,Staten Island,US,24 Grove Street,10304,NY,,0,0,,"Single Family Detached, Duplex - Staten Island, NY",40.62688,-74.081751,550000,0,squareFoot,1899,,squareFoot,Duplex,Purchase,0,2018-09-05 22:31:26.064+00,,0,bad
692289,Albany,US,309  First Street,12206,NY,,0,0,All &quot;Land Bank&quot; Properties are sold in &quot;as is&quot; condition. No warranties are made regarding property condition. Property subject to reassessment by the municipality upon completion of improvements or Certificate of Occupancy. Properties in historic districts may be eligible for Historic Tax Credits. Albany County Land Bank - Irvin Ackerman,"Single Family Attached - Albany, NY",42.663582,-73.763986,2000,2112,squareFoot,,1742.4,squareFoot,Single Family Attached,Purchase,0,2018-09-05 22:31:00.396+00,,0,bad
692082,Staten Island,US,29  Maple Ave,10302,NY,,1,3,,"Single Family Detached, Colonial - Staten Island, NY",40.63947,-74.133871,145000000,1400,squareFoot,1930,1089000,squareFoot,Single Family Detached,Purchase,0,2018-09-05 22:30:58.355+00,,0,bad
690197,Ilion NY,US,1134 Barringer Rd,13357,NY,,2,4,"LOCATION, LOCATION, BEAUTIFUL QUALITY COUNTRY PROPERTY WITH LOTS OF BELLS & WHISTLES JUST ADD A FEW FINISHING TOUCHES AND YOU'LL HAVE YOUR OWN PRIVATE OASIS. ALL HIGH DOLLAR MECHANICS HAVE BEEN UPDATED FOR YOU: INCLUDING NEW RADIANT HEAT, VINYL SIDING, ROOF & ON DEMAND HOT WATER SYSTEM. HOME FEATURES FOUR SPAC IOUS BEDROOMS INCLUDING A MASTER SUITE, OPEN FLOOR PLAN PLUS A BACKYARD MADE FOR ENTERTAINING THAT INCLUDES A NEW (2018) HOT TUB, ABOVE GROUND POOL, TREX DECK & PATIO. THE DECK CAN BE COVERED BY A SUNSETTER RETRACTABLE AWNING TO KEEP YOU SAFE FROM THE SUN. HEATED GAME ROOM ABOVE THE GARAGE AND YOUR OWN BAKETBALL COURT IN THE BACKYARD. THIS IS NOT A DRIVE-BY PROPERTY- PRE-APPROVED BUYERS ONLY TO SHOW..","Single Family Detached, Ranch - Ilion NY, NY",42.993705,-75.096188,169900,0,squareFoot,1986,,squareFoot,Single Family Detached,Purchase,2,2018-09-05 22:30:38.119+00,,0,bad
690195,Frankfort NY,US,318 Fourth Ave,13340,NY,,2,3,"Updated kitchen, new 1/2 bath, large family room add on and 10 year old roof make this home a wonderful find!! quiet residential neighborhood with private back yard and natural woodwork with some fresh paint are all extra features.","Single Family Detached, 1850 - Frankfort NY, NY",43.030877,-75.070535,84900,1648,squareFoot,1890,,squareFoot,Single Family Detached,Purchase,0,2018-09-05 22:30:38.114+00,,0,bad
689635,Mount Vernon,US,428 Bedford Ave,10553,NY,,3,6,,"Single Family Detached - Mount Vernon, NY",40.903608,-73.819736,240000,0,squareFoot,,,squareFoot,Single Family Detached,Purchase,0,2018-09-05 22:30:31.881+00,,0,bad
689463,Central Islip,US,5 Chestnut St,11722,NY,,2,4,,"Single Family Detached, 1087 - Central Islip, NY",40.765443,-73.205577,230000,0,squareFoot,1950,,squareFoot,Single Family Detached,Purchase,0,2018-09-05 22:30:30.194+00,,0,bad
689427,Brentwood,US,460 Grand Blvd,11717,NY,,3,7,"This Sale Is Subject To A 3rd Party Approval. Listing brokered by Realty Connect USA L I Inc, contact Indira Amado at 631-881-5602 or house4saleusa@gmail.com","Single Family Detached, Victorian - Brentwood, NY",40.763756,-73.220672,310000,3162,squareFoot,2006,,squareFoot,Single Family Detached,Purchase,0,2018-09-05 22:30:29.849+00,,0,bad
687689,Winnfield,US,1105 Maple,71483,LA,,2,3,"one of the finest homes in Winnfield.  Built in the early 1900's and is said to be a Sears and Roebuck Craftsman house . Shipped here on pallets and constructed on site.  Completely remodeled 5 yrs. ago.  New wiring all throughout the house, new plumbing, new sewer lines.  Air unit is about 5 yrs old and the roof is less than 2 yrs. old.  Price just dropped to 160.  Bring an offer","Single - Winnfield, LA",31.927403,-92.630781,140000,2300,squareFoot,1920,,squareFoot,Single Family Detached,Purchase,3,2018-09-05 22:29:50.687+00,,20,good
687271,Shreveport,US,3217 Alabama,71109,LA,,1,3,,"Single - Shreveport, LA",32.481682,-93.786393,7500,1692,squareFoot,1955,,squareFoot,Single Family Detached,Purchase,1,2018-09-05 22:29:45.652+00,,1,bad
681851,Troup,US,1485 County Road 3811,75789,TX,,2,3,"Lovely home built by renowned builder, Cecil Pond, who is known for his superior quality. House has many unique and beautiful features. You must see inside this amazing home to appreciate. Spacious home has 3 + 2 +formal dining +study +interior gazebo nook in master suite for relaxing with a good book or simply enjoying the lovely view. High celings-beamed ceilings, also all ceilings have been treated with special paint and are ready for an artist rendering, if so desired. Small acreage for that wonderful country feel near end of road-therefore, hardly any traffic. A great property and even greater place to call home.","RES-Single Family - Troup, TX",32.1446,-95.1205,357500,2708,squareFoot,2007,130680,squareFoot,Single Family Detached,Purchase,2,2018-09-05 22:28:26.894+00,,0,bad
674417,Lewisville,US,1919 Aspen Drive,75077,TX,,2,3,"Ready to move into!  Amazing neighborhood with mammoth trees and plush landscapes.  House is move in ready with updates done in gorgeous grays.  Granite in kitchen and bathroom!! All three bedroom are huge with walk in closets with split master.  HUGE den with fireplace and wet bar. Upgraded electric panel in garage, gas in back yard, and solar screens. Great home, great neighborhood, close to schools and shopping.","RES-Single Family, Traditional - Lewisville, TX",33.073415,-97.043894,240000,1667,squareFoot,1975,7579.44,squareFoot,Single Family Detached,Purchase,2,2018-09-05 22:26:42.193+00,,20,good
672941,Gun Barrel City,US,262 Starboard Drive,75156,TX,,4,4,"MLS #85482 GB-7848. AMAZING CUSTOM HOME. VAULTED CEILINGS AND LARGE OVERSIZED WINDOWS. SS APPLIANCES, GRANITE COUNTERTOPS WITH ISLAND. CONCRETE STAINED FLOORS DOWNSTAIRS, 2 MASTER BEDROOMS DOWNSTAIRS, GAMEROOM LOFT AREA, WALK IN CLOSETS, 2ND FLOOR HAS COVERED BALCONY WITH LAKE VIEW. LOTS OF CUSTOM DETAILS, STORAGE BUILDING, PLENTY OF ROOM, MABANK ISD, CITY OF GUN BARREL.","RES-Single Family - Gun Barrel City, TX",32.350731,-96.150905,275000,2632,squareFoot,2012,8145.72,squareFoot,Single Family Detached,Purchase,2,2018-09-05 22:26:21.877+00,,29,good
669927,Plano,US,3216 SILVER CREEK Drive,75093,TX,,5,5,,"RES-Single Family, Traditional - Plano, TX",33.041517,-96.799065,975000,4957,squareFoot,1999,11761.2,squareFoot,Single Family Detached,Purchase,3,2018-09-05 22:25:41.418+00,,1,bad
660466,Rowlett,US,9517 Merritt Road,75089,TX,,2,3,"Acreage is more than tax roles show. Survey will be done and  needed to confirm all additional acreage. There is an 1886 sq. ft. 3 bedroom 2 bath home, barn, storage bldgs, and pond on the land. Value is in the acreage. Property is in the Rowlett City's North Shore Master Plan Initiative. More information on this plan can be researched by contacting the numbers and web site on attached paperwork from the city to this owner.","RES-Single Family, Traditional - Rowlett, TX",32.943328,-96.571483,850000,1886,squareFoot,1963,173543.04,squareFoot,Single Family Detached,Purchase,4,2018-09-05 22:23:26.331+00,,0,bad
656332,North Richland Hills,US,6282 Peyton Way,76180,TX,,3,3,Custom built by Peyton Thomas Homes with the MASTER BEDROOM ON THE FIRST FLOOR.  Call agent for additional information,"RES-Townhouse - North Richland Hills, TX",32.840011,-97.225295,345900,1856,squareFoot,2018,2482.92,squareFoot,Townhouse,Purchase,2,2018-09-05 22:22:02.49+00,,0,bad
652270,Tulsa,US,9532 S 88th Place E,74133,OK,,4,5,"Mid-town feel, ROOM TO ROAM in this spacious family home,  5 bedroom or flex game room, 3 1/2 baths, gourmet chef's kitchen opens to family room, three eating areas & bar all with EYE views of the pool. new installed windows. COME ON OVER #red door","Country French, House - Tulsa, OK",36.023876,-95.878266,285000,4009,squareFoot,1998,10410.84,squareFoot,Single Family Detached,Purchase,2,2018-09-05 22:20:29.419+00,,11,good
651530,Claremore,US,805 Cowell Street,74017,OK,,2,3,INVESTORS! OCCUPANCY SUBJECT TO LEASE.,"Ranch, House - Claremore, OK",36.298168,-95.620215,82800,1104,squareFoot,1999,9147.6,squareFoot,Single Family Detached,Purchase,1,2018-09-05 22:20:20.211+00,,0,bad
651345,Cookson,US,33802 S 525 Road,74427,OK,,2,3,"JUST REDUCED......Like new (2016) secluded 3 bedroom, 2 bath, low maintenance home with a single car garage attached. 2 car garage with carport detached.  3 sheds, aerobic septic system, Quiet established neighborhood. Large 1 acre lot.","Ranch, House - Cookson, OK",35.684951,-94.95255,186000,1500,squareFoot,2016,43560,squareFoot,Single Family Detached,Purchase,2,2018-09-05 22:20:17.756+00,,0,bad
649697,Tulsa,US,3514 S Yale Avenue,74135,OK,,5,6,Being sold for lot value. Multi homes are allowed. Ideal for small gated community.,"Ranch, House - Tulsa, OK",36.113156,-95.922936,295000,5897,squareFoot,1958,44866.8,squareFoot,Single Family Detached,Purchase,4,2018-09-05 22:19:57.057+00,,0,bad
647715,Metairie,US,1316 N CAUSEWAY Boulevard,70001,LA,,0,0,"Highly Visible GROUND LEASE on busy Causeway Blvd. in Metairie! Formerly the home to Causeway Hardware, this corner lot consists of approximately 11,712 square feet of recently cleared land. Zoned C-1 Neighborhood Commercial, this is a fantastic and very visible location for a variety of commercial ventures. Located in the epicenter of Metairie, the traffic counts don???t get any higher per day. Call for more information or to set an appointment to see today.","Other - Metairie, LA",29.984566,-90.156319,4880,11712,squareFoot,2019,,squareFoot,Other,Purchase,,2018-09-05 22:19:25.122+00,,1,bad
647644,St Bernard,US,84 RANDAZZO Drive,70085,LA,,0,0,Welcome to Villa De San Bernardo!! Not just a park but a community. Up for lease is a 40x110 lot to place your ready manufactured home. This newly named community is one of the best kept secrets in St. Bernard. Just a short drive from the city and all the fun and fare of New Orleans. Also just minutes away from the best fishing and duck hunting the sportsman's paradise can offer. Call us today for more information!,"Vacant Land - St Bernard, LA",29.869075,-89.873685,305,,squareFoot,1984,,squareFoot,Other,Purchase,,2018-09-05 22:19:24.403+00,,1,bad
647640,St Bernard,US,72 RANDAZZO Drive,70085,LA,,0,0,Welcome to Villa De San Bernardo!! Not just a park but a community. Up for lease is a 40x110 lot to place your ready manufactured home. This newly named community is one of the best kept secrets in St. Bernard. Just a short drive from the city and all the fun and fare of New Orleans. Also just minutes away from the best fishing and duck hunting the sportsman's paradise can offer. Call us today for more information!,"Vacant Land - St Bernard, LA",29.869695,-89.873684,305,,squareFoot,1984,,squareFoot,Other,Purchase,,2018-09-05 22:19:24.366+00,,1,bad
647635,St Bernard,US,79 RANDAZZO Drive,70085,LA,,0,0,Welcome to Villa De San Bernardo!! Not just a park but a community. Up for lease is a 40x110 lot to place your ready manufactured home. This newly named community is one of the best kept secrets in St. Bernard. Just a short drive from the city and all the fun and fare of New Orleans. Also just minutes away from the best fishing and duck hunting the sportsman's paradise can offer. Call us today for more information!,"Vacant Land - St Bernard, LA",29.869364,-89.873385,305,,squareFoot,1984,,squareFoot,Other,Purchase,,2018-09-05 22:19:24.317+00,,1,bad
647629,St Bernard,US,68 RANDAZZO Drive,70085,LA,,0,0,Welcome to Villa De San Bernardo!! Not just a park but a community. Up for lease is a 40x110 lot to place your ready manufactured home. This newly named community is one of the best kept secrets in St. Bernard. Just a short drive from the city and all the fun and fare of New Orleans. Also just minutes away from the best fishing and duck hunting the sportsman's paradise can offer. Call us today for more information!,"Vacant Land - St Bernard, LA",29.869901,-89.873684,305,,squareFoot,1984,,squareFoot,Other,Purchase,,2018-09-05 22:19:24.274+00,,1,bad
647622,St Bernard,US,57 RANDAZZO Drive,70085,LA,,0,0,Welcome to Villa De San Bernardo!! Not just a park but a community. Up for lease is a 40x110 lot to place your ready manufactured home. This newly named community is one of the best kept secrets in St. Bernard. Just a short drive from the city and all the fun and fare of New Orleans. Also just minutes away from the best fishing and duck hunting the sportsman's paradise can offer. Call us today for more information!,"Vacant Land - St Bernard, LA",29.870476,-89.873384,305,,squareFoot,1984,,squareFoot,Other,Purchase,,2018-09-05 22:19:24.188+00,,1,bad
647620,St Bernard,US,51 RANDAZZO Drive,70085,LA,,0,0,Welcome to Villa De San Bernardo!! Not just a park but a community. Up for lease is a 40x110 lot to place your ready manufactured home. This newly named community is one of the best kept secrets in St. Bernard. Just a short drive from the city and all the fun and fare of New Orleans. Also just minutes away from the best fishing and duck hunting the sportsman's paradise can offer. Call us today for more information!,"Vacant Land - St Bernard, LA",29.870779,-89.873384,305,,squareFoot,1984,,squareFoot,Other,Purchase,,2018-09-05 22:19:24.165+00,,1,bad
647605,St Bernard,US,21 RANDAZZO Drive,70085,LA,,0,0,Welcome to Villa De San Bernardo!! Not just a park but a community. Up for lease is a 40x110 lot to place your ready manufactured home. This newly named community is one of the best kept secrets in St. Bernard. Just a short drive from the city and all the fun and fare of New Orleans. Also just minutes away from the best fishing and duck hunting the sportsman's paradise can offer. Call us today for more information!,"Vacant Land - St Bernard, LA",29.872295,-89.873382,305,,squareFoot,1984,,squareFoot,Other,Purchase,,2018-09-05 22:19:23.587+00,,1,bad
647602,St Bernard,US,25 RANDAZZO Drive,70085,LA,,0,0,Welcome to Villa De San Bernardo!! Not just a park but a community. Up for lease is a 40x110 lot to place your ready manufactured home. This newly named community is one of the best kept secrets in St. Bernard. Just a short drive from the city and all the fun and fare of New Orleans. Also just minutes away from the best fishing and duck hunting the sportsman's paradise can offer. Call us today for more information!,"Vacant Land - St Bernard, LA",29.872093,-89.873383,305,,squareFoot,1984,,squareFoot,Other,Purchase,,2018-09-05 22:19:23.451+00,,1,bad
638209,Arlington,US,112 Old Mill Road,5250,VT,,2,3,"Quintessential Vermont village home along the Peters Brook, you will find this circa 1850 Post and Beam style colonial.  Featuring 3 bedrooms and a walk in closet off the master, first floor office and a large eat in kitchen, this home has character and detail throughout!  Freshly painted first floor, large, level yard, covered front porch and large rear deck just perfect for those backyard bbq's.  Ride your bike or take a walk to village antique stores, library, schools and parks. Motivated sellers.  NEW CARPET UPSTAIRS, NEW INTERIOR PAINT DOWNSTAIRS, NEW BATHROOM FLOOR!","Colonial, Single Family - Arlington, VT",43.06913,-73.1475,149000,1656,squareFoot,1850,10890,squareFoot,Single Family Detached,Purchase,,2018-09-05 22:17:13.876+00,,21,good
637373,Newport City,US,323 Wishing Well Avenue,5855,VT,,1,3,"Wow!!   what a spot on Lake Memphremagog!!  185 feet of frontage.  Right, tight at the waters edge.  New sea wall.   Views that you will not believe. Level lot.  Cottage is on a slight knoll. Has been lived in during the winter. 185 feet of frontage.  End of the road.","Ranch, Single Family - Newport City, VT",44.943479,-72.230424,235000,864,squareFoot,1965,49658.4,squareFoot,Single Family Detached,Purchase,,2018-09-05 22:17:02.793+00,,15,good
629849,Mission,US,805 Cimarron,78572,TX,,4,4,"IMMACULATE ELEGANT HOME IN CIMARRON COUNTRY CLUB. GORGEOUS CHANDELIERS AND RECESSLIGHTING ILLUMINATE THIS DECADENT HOME. TILE THROUGHOUT WITH WOOD MOULDING AND QUARTER WALLPANELS. SPACIOUS KITCHEN WITH GRANITE COUNTERS, GLASS BACKSPLASH AND PLENTY OF CABINET SPACECOMPLETE WITH PANTRY AND ISLAND. HANDICAP ACCESSIBLE STAIRS. HIGH DECORATIVE VAULTED CEILINGS ANDGORGEOUS WOODEN FLOORS IN BEDROOMS. RELAXING VIEWS IN BACKYARD FACING THE SOOTHING MAN MADELAKE. CALL AND VIEW TODAY!","Residential - Mission, TX",26.193136,-98.293674,285,2366,squareFoot,1991,,squareFoot,Other,Purchase,,2018-09-05 22:14:54.581+00,,1,bad
625119,Parma,US,3303 Brookview Blvd,44134,OH,,2,4,"Welcome to this charming and spacious 1930 colonial featuring 4 bedrooms, 1.5 bathrooms, 2 car garage, a fully finished basement and 3rd floor! Vestibule entryway with updated front door and French door, closet and built in shelving. Updated and expanded eat in kitchen with granite countertops, solid oak cabinets and plenty of space! Formal dining room and incredibly generous living room feature beautiful dark bamboo flooring and brick front fireplace with gas logs. French door to side porch for an extension of living area off of the first floor. Formal dining room features characteristic built in cabinets and trim molding. French door with sidelights lead out to a private oasis. Enjoy entertaining under your covered deck and gazebo and slip into the hot tub for a relaxing evening no matter the season! Lower level is finished with ample storage, a workshop, utility area with updated electric. 2nd story features 3 bedrooms, full bathroom and a large landing, perfect for extra sitting or study space! Generous sized owner’s bedroom also features extended covered porch/living area. Ample light throughout! This home has been very well loved and maintained. It has been in the same family for 3 generations and ready for a new family to appreciate and enjoy!","Colonial, Single Family - Parma, OH",41.417293,-81.70701,124900,1388,squareFoot,1930,4948.42,squareFoot,Single Family Detached,Purchase,2,2018-09-05 22:13:52.837+00,,34,good
613690,Canton,US,803 21st St Northwest,44709,OH,,2,4,"Attention investors! Well maintained duplex with a fenced backyard and 2-car garage. The left unit offers 1 bedroom and 1 full bath. The right unit offers 3 bedrooms, 1 full bath and basement access. It has a living room, dining room and a kitchen with a door to the backyard. Great income opportunity! Schedule a showing today!","Two - Canton, OH",40.821229,-81.379868,82500,1620,squareFoot,1927,4809.02,squareFoot,Duplex,Purchase,2,2018-09-05 22:11:13.065+00,,11,good
603259,Oxford,US,147 PR 3049,38655,MS,,3,3,"Move right into this wonderful condominium in a GATED community just in time to enjoy the fall football games in Oxford! Featuring an open plan, gas fireplace, front porch, and back patio overlooking the courtyard area!  The remaining furnishings will complete the sale.  Freshly painted and in great condition! Call today!","Townhouse/Condo - Oxford, MS",34.330814,-89.483519,164500,1340,squareFoot,2004,,squareFoot,Condominium,Purchase,,2018-09-05 22:08:29.285+00,,18,good
574673,Menifee,US,33393 Mesolite Way,92584,CA,,2,3,"Beautiful Menifee home! 3 spacious bedrooms, 2 full bathrooms, open concept floor plan, with upgraded kitchen, gorgeous granite counters, large custom island, and stainless steel appliances. Upgraded laminate flooring throughout with beautiful tile in each bathroom and matching granite counters. Backyard has a custom stamped patio, beautiful landscaping, and a large side yard with potential RV access. So many wonderful features, come check it out!","Single Family Residence - Menifee, CA",33.63522,-117.152097,350000,1243,squareFoot,2009,7405,squareFoot,Single Family Detached,Purchase,2,2018-09-05 22:01:13.375+00,,16,good
571235,Hiram,US,576 Tripptown RD,4041,ME,,1,2,"Single floor living at its finest! Nice open kitchen, finished space in the basement and a large living room that boasts a cathedral ceiling and wood burning fireplace. Plenty of room to entertaining. Watch the game in the large living room or use the finished basement as your man cave! Many different options with one. Don’t miss your chance to buy this because it will not last!","Single Family - Hiram, ME",43.83816,-70.857096,189000,1618,squareFoot,2004,152460,squareFoot,Single Family Detached,Purchase,,2018-09-05 22:00:18.725+00,,22,good
546008,CHICAGO,US,538 North HAMLIN Avenue,60624,IL,,0,0,"Prime Opportunity for Investment in West Humbolt Park! This Property Has Been Gutted and Is Ready For Your Ideas! Conveniently Located Near Parks, Expressway and Public Transit!","2 Flat - CHICAGO, IL",41.891111,-87.721365,120000,,squareFoot,1907,,squareFoot,Duplex,Purchase,,2018-09-05 21:54:37.773+00,,1,bad
539611,CHICAGO,US,1367 North Hoyne Avenue,60622,IL,3,2,3,"Huge, stunning light filled vintage space in corner building on premier tree-lined Wicker Park block with beautiful view of private yard. Not your typical big box condo. Loads of character with high ceilings, fireplace, crown moulding, pocket doors, and exposed brick. Open kitchen/eating area has Viking appliances, walk in pantry, and separate home office. Hallway has grand walk-in closet for extra storage.  Two outdoor common spaces including large side yard and private oasis brick patio back yard, great for entertaining. The unit includes private 23x19 studio space above garage that can be used as office space, art studio, music room or hobby room.  The condo is perfectly located near numerous shopping districts, including Division street and Damen/Six Points restaurants. Steps to L and bus lines. One block from Wicker Park.  In-unit washer dryer, central air.  Garage parking space included.","Condo - CHICAGO, IL",41.906978,-87.679473,650000,2000,squareFoot,1899,,squareFoot,Condominium,Purchase,1,2018-09-05 21:53:11.705+00,,20,good
537403,FOX LAKE,US,52 Oak Hill Colony,60020,IL,9,1,2,"Stunning 2 Bedroom, 1 bath condo in Vacation Village. Everyday is a Vacation at the Lake. Wood Floors. Kitchen with Breakfast Bar & Eating Area. Large Living Room. Updated Bathroom. In Unit Laundry. Beautiful Views off Huge Balcony. Enjoy the amenities of front gate security, Boat dock, Park, Pool and Beach.","Condo - FOX LAKE, IL",42.39669,-88.1837,69900,750,squareFoot,1970,,squareFoot,Condominium,Purchase,2,2018-09-05 21:52:20.45+00,,19,good
533960,Bradley Beach,US,606 Beach Avenue,7720,NJ,,5,2,,"Three Family - Bradley Beach, NJ",40.202196,-74.008627,675000,,squareFoot,,,squareFoot,Other,Purchase,,2018-09-05 21:51:09.818+00,,0,bad
531822,Toms River,US,1183 Silverton Road,8755,NJ,,2,3,"Sprawling 3 bedroom, 2 bath Ranch Hidden on almost Two Acres of  Privacy and Country Beauty in North Dover. Plenty of potential to convert the 360 sq ft Addition above the garage into 2 Additional Bedrooms & a Full Bath. Lovingly Restored, You'll Not Find another home like it w/its Eclectic Charm, Beamed Ceilings, Custom Woodwork, Cherry Wood Floors, Wood Fireplace in the Dining Room and a 2nd Fireplace in the Living Room. Khaki Wood Kitchen Cabinets w/Plenty of Storage, Pantry, Newer Appliances, Granite Counters & Large Island. The Bedrooms are in Separate Areas of the Home & A Mud Room leads to the 936 sq ft Garage. The Huge Workshop is a carpenter, car enthusiast or self employed person's Dream Area!  Complete w/a Basement & 2 Separate Patio Court Yard Areas. Come see yourself!","Expanded Ranch, Single Family,Detached - Toms River, NJ",40.017711,-74.210735,439000,2100,squareFoot,1958,80150.4,squareFoot,Single Family Detached,Purchase,,2018-09-05 21:50:42.473+00,,30,good
